0 	 213.425429018343
0.25 	 222.556723927527
0.5 	 233.228014957659
0.75 	 244.890884742586
1 	 257.046668843807
1.25 	 269.242817497864
1.5 	 281.074884551584
1.75 	 292.190456296821
2 	 302.293033161501
2.25 	 311.144723154244
2.5 	 318.567129187417
2.75 	 324.440191249329
3 	 328.699033118613
3.25 	 331.329074976419
3.5 	 332.359810815439
3.75 	 331.857717296967
4 	 329.918767656597
4.25 	 326.660983592737
4.5 	 322.217385173666
4.75 	 316.729608951177
5 	 466.166391040429
5.25 	 711.940241079962
5.5 	 930.853467556657
5.75 	 1082.70230838142
6 	 1162.74870617933
6.25 	 1183.52191333309
6.5 	 1163.40100375765
6.75 	 1119.67128925141
7 	 1065.50059738421
7.25 	 1009.52278593643
7.5 	  956.645505855385
7.75 	  909.160486199921
8 	  867.720317586763
8.25 	  832.054639514824
8.5 	  801.441518208294
8.75 	  774.993974605881
9 	  751.821711948634
9.25 	  731.114319585106
9.5 	  712.177579685789
9.75 	  694.443052334262
10 	  677.463251098437
10.25 	  660.899689910503
10.5 	  644.507997837523
10.75 	  628.122457706031
11 	  611.641243861849
11.25 	  595.013005387247
11.5 	  578.22507642182
11.75 	  561.293384313884
12 	  544.254005297638
12.25 	  527.156249728698
12.5 	  510.05712371462
12.75 	  493.016999087162
13 	  476.09632175681
13.25 	  459.353194929227
13.5 	  442.841685337331
13.75 	  426.610715362753
14 	  410.703420101277
14.25 	  395.156864918593
14.5 	  380.002035028224
14.75 	  365.264023552851
15 	  350.96235806458
15.25 	  337.111417566398
15.5 	  323.720902228744
15.75 	  310.79632697398
16 	  298.33951731064
16.25 	  286.349091797439
16.5 	  274.820920321359
16.75 	  263.74855116592
17 	  253.123602780923
17.25 	  242.936118388627
17.5 	  385.279195735028
17.75 	  616.502897783918
18 	  816.809381508623
18.25 	  947.513086727073
18.5 	  1004.73237007924
18.75 	  1001.57185913325
19 	  956.870789322385
19.25 	  888.324894601935
19.5 	  809.486636951615
19.75 	  729.355009366989
20 	  653.181715091339
20.25 	  583.576435453582
20.5 	  521.477468406287
20.75 	  466.861990234855
21 	  419.212557949076
21.25 	  377.800305205741
21.5 	  341.845120811385
21.75 	  310.599124552699
22 	  283.38494708557
22.25 	  259.608753218922
22.5 	  238.76000961694
22.75 	  220.40493046091
23 	  207.250909567917
23.25 	  202.1263724344
23.5 	  202.359175958101
23.75 	  206.449330025307
24 	  213.425429018343
